1598.6,0.95098,2.5159
1595.2,0.81712,2.5572
1591.9,0.55203,2.5288
1588.6,0.30761,2.4189
1585.4,0.13609,2.2877
1582.1,0.036256,2.0978
1578.8,0.014877,1.5565
1575.6,0.046523,1.6106
1572.4,0.14533,1.8355
1569.2,0.2316,1.8032
1566,0.29437,1.4643
1562.8,0.51939,1.1914
1559.6,0.74172,1.2174
1556.5,0.65137,1.3818
1553.3,0.36096,1.5188
1550.2,0.1761,1.5027
1547,0.16663,1.5746
1543.9,0.30046,1.9349
1540.8,0.56761,2.2258
1537.8,0.79187,2.3038
1534.7,0.90286,2.1814
1531.6,1,1.9768
1528.6,0.97166,1.8029
1525.5,0.74198,1.6497
1522.5,0.49653,1.5084
1519.5,0.34062,1.4528
1516.5,0.24585,1.5049
1513.5,0.18785,1.5557
1510.5,0.16434,1.538
1507.6,0.16697,1.5212
1504.6,0.16639,1.5313
1501.7,0.14768,1.4975
1498.7,0.12881,1.3964
1495.8,0.1188,1.3131
1492.9,0.10391,1.2826
1490,0.082946,1.2346
1487.1,0.068843,1.1502
1484.3,0.062528,1.1207
1481.4,0.055683,1.161
1478.5,0.048024,1.1707
1475.7,0.044978,1.1109
1472.9,0.045687,1.0684
1470.1,0.042883,1.0694
1467.2,0.035957,1.044
1464.4,0.030382,0.97439
1461.7,0.02676,0.93974
1458.9,0.022436,0.95396
1456.1,0.018562,0.93468
1453.4,0.017204,0.87234
1450.6,0.016446,0.85723
1447.9,0.01358,0.88356
1445.2,0.010287,0.85676
1442.4,0.0089772,0.77788
1439.7,0.0084934,0.77136
1437,0.0069007,0.82427
1434.4,0.0051197,0.80931
1431.7,0.0046172,0.71892
1429,0.0046552,0.70756
1426.4,0.0038889,0.75355
1423.7,0.00291,0.7103
1421.1,0.0027419,0.59488
1418.5,0.0028004,0.59183
1415.8,0.0021936,0.65293
1413.2,0.0014974,0.60398
1410.6,0.0014097,0.47971
1408.1,0.0014755,0.51041
1405.5,0.0011134,0.61286
1402.9,0.00070576,0.56036
1400.4,0.00069557,0.39636
1397.8,0.00077434,0.43565
1395.3,0.00055315,0.55323
1392.7,0.0003095,0.45017
1390.2,0.00033146,0.21409
1387.7,0.00038917,0.27964
1385.2,0.00024746,0.42741
1382.7,0.00011722,0.26167
1380.2,0,0
1377.8,0.00019155,0.17133
1375.3,0.00010808,0.42211
1372.8,0,0
1370.4,0,0
1367.9,0.00010365,0.13026
1365.5,0,0
1363.1,0,0
1360.7,0,0
1358.3,0,0
1355.9,0,0
1353.5,0,0
1351.1,0,0
1348.7,0,0
1346.4,0,0
1344,0,0
1341.6,0,0
1339.3,0,0
1337,0,0
1334.7,0,0
1332.3,0,0
1330,0,0
1327.7,0,0
1325.4,0,0
1323.2,0,0
1320.9,0,0
1318.6,0,0
1316.4,0,0
1314.1,0,0
1311.9,0,0
1309.6,0,0
1307.4,0,0
1305.2,0,0
1303,0,0
1300.7,0,0
1298.5,0,0
1296.4,0,0
1294.2,0,0
1292,0,0
1289.8,0,0
1287.7,0,0
1285.5,0,0
1283.4,0,0
1281.2,0,0
1279.1,0,0
1277,0,0
1274.8,0,0
1272.7,0,0
1270.6,0,0
1268.5,0,0
1266.4,0,0
1264.3,0,0
1262.3,0,0
1260.2,0,0
1258.1,0,0
1256.1,0,0
1254,0,0
1252,0,0
1249.9,0,0
1247.9,0,0
1245.9,0,0
1243.9,0,0
1241.9,0,0
1239.8,0,0
1237.8,0,0
1235.9,0,0
1233.9,0,0
1231.9,0,0
1229.9,0,0
1228,0,0
1226,0,0
1224,0,0
1222.1,0,0
1220.2,0,0
1218.2,0,0
1216.3,0,0
1214.4,0,0
1212.4,0,0
1210.5,0,0
1208.6,0,0
1206.7,0,0
1204.8,0,0
1203,0,0
1201.1,0,0
1199.2,0,0
1197.3,0,0
1195.5,0,0
1193.6,0,0
1191.8,0,0
1189.9,0,0
1188.1,0,0
1186.2,0,0
1184.4,0,0
1182.6,0,0
1180.8,0,0
1178.9,0,0
1177.1,0,0
1175.3,0,0
1173.5,0,0
1171.7,0,0
1170,0,0
1168.2,0,0
1166.4,0,0
1164.6,0,0
1162.9,0,0
1161.1,0,0
1159.4,0,0
1157.6,0,0
1155.9,0,0
1154.1,0,0
1152.4,0,0
1150.7,0,0
1149,0,0
1147.2,0,0
1145.5,0,0
1143.8,0,0
1142.1,0,0
1140.4,0,0
1138.7,0,0
1137.1,0,0
1135.4,0,0
1133.7,0,0
1132,0,0
1130.4,0,0
1128.7,0,0
1127,0,0
1125.4,0,0
1123.7,0,0
1122.1,0,0
1120.5,0,0
1118.8,0,0
1117.2,0,0
1115.6,0,0
1114,0,0
1112.3,0,0
1110.7,0,0
1109.1,0,0
1107.5,0,0
1105.9,0,0
1104.4,0,0
1102.8,0,0
1101.2,0,0
1099.6,0,0
1098,0,0
1096.5,0,0
1094.9,0,0
1093.3,0,0
1091.8,0,0
1090.2,0,0
1088.7,0,0
1087.2,0,0
1085.6,0,0
1084.1,0,0
1082.6,0,0
1081,0,0
1079.5,0,0
1078,0,0
1076.5,0,0
1075,0,0
1073.5,0,0
1072,0,0
1070.5,0,0
1069,0,0
1067.5,0,0
1066,0,0
1064.6,0,0
1063.1,0,0
1061.6,0,0
1060.1,0,0
1058.7,0,0
1057.2,0,0
1055.8,0,0
1054.3,0,0
1052.9,0,0
1051.4,0,0
1050,0,0
1048.6,0,0
1047.1,0,0
1045.7,0,0
1044.3,0,0
1042.9,0,0
1041.5,0,0
1040,0,0
1038.6,0,0
1037.2,0,0
1035.8,0,0
1034.4,0,0
1033,0,0
1031.7,0,0
1030.3,0,0
